nama_tempat,alamat,rating,jumlah_review,stt_tlp,website,latitude,longitude,aksesibilitas,type_place_clean,kota_kabupaten,is_24_hours,open_time,close_time,operational_status,telepon_clean,skor_aksesibilitas,Label_akses
Gereja Protestan GKPO Lanud Atang Sendjaja,"JL. RS TNI-AU Blok B-XI, Kec. Kemang","4,4",67.0,Ada,Tidak Tersedia,-6.5443287,106.7606608,,Gereja Protestan,Kabupaten Bogor,False,,,Tidak diketahui,2517538942.0,0,Tidak Tersedia
Gereja Kristen Jawa,"Komplek Pulo Armen Jalan Ciburial, Kec. Bogor Tim","4,8",35.0,Ada,Tersedia,-6.6135381,106.8119181,,Gereja Protestan,Kota Bogor,False,,,Tidak diketahui,2518360334.0,0,Tidak Tersedia
GBI Danau Bogor Raya,"Jl. Danau Bogor Raya No.8A, Kec. Bogor Tim","4,8",126.0,Ada,Tersedia,-6.5976896,106.8302626,"['Memiliki kursi khusus pengguna kursi roda', 'Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda', 'Ada toilet khusus pengguna kursi roda']",Gereja Protestan,Kota Bogor,False,,,Tidak konsisten,8111875001.0,3,Aksesibilitas Cukup Lengkap
"Gereja Bersama, Pura Bojonggede","Jl. Palembang I No.1 Blok E1, Kec. Tajur Halang","4,6",38.0,Tidak Ada,Tidak Tersedia,-6.4870964,106.768576,,Pura,Kabupaten Bogor,False,,,Tidak diketahui,,0,Tidak Tersedia
"Gereja Katolik Paroki St. Joannes Baptista, Parung","Jl. Metro Parung No.109, Kec. Parung","4,8",350.0,Ada,Tersedia,-6.413982,106.726185,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Ada toilet khusus pengguna kursi roda']",Gereja Katolik,Kabupaten Bogor,False,,,Tidak diketahui,2518610067.0,2,Aksesibilitas Terbatas
"Gereja Katolik Paroki Keluarga Kudus, Cibinong","Jl. Raya Tapos No.31, Kec. Cibinong","4,8",768.0,Ada,Tersedia,-6.4640887,106.8577915,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda', 'Ada toilet khusus pengguna kursi roda']",Gereja Katolik,Kabupaten Bogor,False,,,Tidak konsisten,2183716357.0,3,Aksesibilitas Cukup Lengkap
GEREJA KASIH,"Jl. Raya Bogor, Kec. Bogor Utara","4,9",42.0,Ada,Tidak Tersedia,-6.5576266,106.8192058,,Gereja Umum,Kota Bogor,False,,,Tidak konsisten,82113421111.0,0,Tidak Tersedia
Gereja Katolik St. Yohanes Rasul Ciampea,"Jl. Raya Ps. Ciampea No.24, Kec. Ciampea","4,7",42.0,Ada,Tidak Tersedia,-6.542227,106.6952119,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']",Gereja Katolik,Kabupaten Bogor,False,,,Tidak diketahui,89531834643.0,0,Tidak Tersedia
JKI SCOP (Sentul Community Of Prayer),,"4,9",45.0,Tidak Ada,Tidak Tersedia,-6.5687708,106.8594432,,Gereja Umum,Kota Bogor,False,,,Tidak konsisten,,0,Tidak Tersedia
"Gereja Katolik Paroki Santo Andreas, Sukaraja (Ciluar)","Jl. Raya Jakarta-Bogor, Kec. Sukaraja","4,7",166.0,Ada,Tersedia,-6.5435936,106.8256958,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Ada toilet khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']",Gereja Katolik,Kabupaten Bogor,False,,,Tidak konsisten,81315201863.0,0,Tidak Tersedia
Kapel Katolik Susteran Gembala Baik,Jl. Raya Pajajaran No.6,"4,8",44.0,Ada,Tidak Tersedia,-6.605422,106.8069758,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda']",Gereja Katolik,Kota Bogor,False,,,Tidak diketahui,2518321270.0,2,Aksesibilitas Terbatas
"Gereja Katolik Paroki St. Maria Fatima, Sentul",Jl. Dewi Sartika No.10A,"4,8",108.0,Ada,Tersedia,-6.5714031,106.8577482,['Memiliki pintu masuk khusus pengguna kursi roda'],Gereja Katolik,Kabupaten Bogor,False,,,Tidak diketahui,2187967888.0,1,Aksesibilitas Terbatas
"Gereja Katolik Paroki St. Vincentius a Paulo, Gunung Putri","Jl. Gn. Putri Utama II, Kec. Gn","4,8",117.0,Ada,Tersedia,-6.4486686,106.8995749,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Ada toilet khusus pengguna kursi roda']",Gereja Katolik,Kabupaten Bogor,False,,,Tidak konsisten,81398383599.0,2,Aksesibilitas Terbatas
"Gereja Katolik Paroki Kristus Raja, PMPP TNI - Hambalang",Jl. Anyar No.37,"4,9",135.0,Tidak Ada,Tidak Tersedia,-6.5227212,106.8761783,['Ada toilet khusus pengguna kursi roda'],Gereja Katolik,Kabupaten Bogor,False,,,Tidak konsisten,,1,Aksesibilitas Terbatas
Vihara Saung Paramita,"buniaga Jl. Raya Ciapus No.rt 1, Kec. Tamansari","4,7",94.0,Ada,Tidak Tersedia,-6.6492719,106.7505803,,Vihara,Kabupaten Bogor,False,,,Tidak diketahui,2518388271.0,0,Tidak Tersedia
Vihara Dhammacakkhu,"jl. Dahlia 2, Kec. Bogor Sel","4,8",37.0,Ada,Tidak Tersedia,-6.6326638,106.8220553,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda']",Vihara,Kota Bogor,False,,,Tidak konsisten,81804985258.0,2,Aksesibilitas Terbatas
Vihara Sangha Metta Arama,Kec. Tajur Halang,"4,6",38.0,Tidak Ada,Tidak Tersedia,-6.4798998,106.7504778,,Vihara,Kabupaten Bogor,False,,,Tidak diketahui,,0,Tidak Tersedia
Vihara Buddhasena,"Jl. Batu Tulis No.6, Kec. Bogor Sel","4,8",111.0,Ada,Tersedia,-6.6168776,106.8096452,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda']",Vihara,Kota Bogor,False,,,Tidak diketahui,2518351844.0,2,Aksesibilitas Terbatas
Vihara Pusdiklat Kasih Alam Maitreya,"Jl. Raya Ciapus No.270, Kec. Ciomas","4,8",32.0,Tidak Ada,Tidak Tersedia,-6.626141,106.7794753,['Memiliki pintu masuk khusus pengguna kursi roda'],Vihara,Kabupaten Bogor,False,,,Tidak diketahui,,1,Aksesibilitas Terbatas
Vihara Sian Jin Ku Poh,"Jl.PWRI KM 36 Rt.02/06 Jati, Kec. Tajur Halang","4,8",326.0,Tidak Ada,Tersedia,-6.4814371,106.7497304,,Vihara,Kabupaten Bogor,False,,,Tidak diketahui,,0,Tidak Tersedia
Vihara Saddharma (Myohoji) NSI,Kec. Tamansari,"4,8",48.0,Ada,Tidak Tersedia,-6.6494965,106.7465279,,Vihara,Kabupaten Bogor,False,,,Tidak diketahui,2518487033.0,0,Tidak Tersedia
MAHAVIRYA ARAMA,"Jl. Raya Puncak - Cianjur No.55, Kec. Megamendung","4,7",35.0,Ada,Tidak Tersedia,-6.6547732,106.8602981,,Vihara,Kabupaten Bogor,False,,,Tidak diketahui,81585681955.0,0,Tidak Tersedia
Pura Angkasa Amertha Dharma Jati,"Jl. Salabenda Raya, Kec. Kemang","4,5",51.0,Ada,Tersedia,-6.5335511,106.7612422,,Pura,Kabupaten Bogor,False,,,Tidak konsisten,85651391128.0,0,Tidak Tersedia
Warung Kopi Pura Ciapus,Kec. Tamansari,"4,4",261.0,Tidak Ada,Tidak Tersedia,-6.6660736,106.7349181,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']",Pura,Kabupaten Bogor,False,,,Tidak diketahui,,0,Tidak Tersedia
Parahyangan Jagadkarta Gunung Salak Taman Sari Bogor,Kec. Tamansari,"4,8",51.0,Tidak Ada,Tidak Tersedia,-6.6685877,106.7351957,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']",Pura,Kabupaten Bogor,False,,,Tidak diketahui,,0,Tidak Tersedia
Masjid Baiturrahim,"Jl. Sadananya, Kec. Sadananya","4,7",34.0,Tidak Ada,Tidak Tersedia,-7.2691278,108.3133089,,Masjid,Kabupaten Ciamis,False,,,Tidak diketahui,,0,Tidak Tersedia
Mesjid Besar Sukamantri,Kec. Sukamantri,"4,6",134.0,Tidak Ada,Tidak Tersedia,-7.087236,108.282207,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']",Masjid,Kabupaten Ciamis,False,,,Tidak diketahui,,0,Tidak Tersedia
Masjid Jami Al-Hidayah,"Jl. Cikijing-Panjalu, Kec. Panjalu","4,8",44.0,Tidak Ada,Tidak Tersedia,-7.1198315,108.2662373,,Masjid,Kabupaten Ciamis,False,,,Tidak diketahui,,0,Tidak Tersedia
Masjid Agung,Kec. Ciamis,"4,8",49.0,Tidak Ada,Tidak Tersedia,-7.3199695,108.3237655,,Masjid,Kabupaten Ciamis,False,,,Tidak diketahui,,0,Tidak Tersedia
Masjid Annur Gandasari,,"4,6",33.0,Tidak Ada,Tidak Tersedia,-7.2976133,108.2314762,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']",Masjid,Kabupaten Ciamis,False,,,Tidak diketahui,,0,Tidak Tersedia
Masjid Jami Citengah,Kec. Panjalu,"4,5",60.0,Tidak Ada,Tidak Tersedia,-7.1038451,108.2709083,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']",Masjid,Kabupaten Ciamis,False,,,Tidak diketahui,,0,Tidak Tersedia
Masjid Jami Nurul Iman,"Jl. Nasional III, Kec. Ciamis","4,6",99.0,Tidak Ada,Tidak Tersedia,-7.3175669,108.3078818,,Masjid,Kabupaten Ciamis,False,,,Tidak diketahui,,0,Tidak Tersedia
Masjid At - Tohaeroh,"Jl. Ciamis - Banjar, Kec. Cijeungjing","4,8",49.0,Tidak Ada,Tidak Tersedia,-7.329444,108.3965618,,Masjid,Kabupaten Ciamis,False,,,Tidak diketahui,,0,Tidak Tersedia
Masjid Jami Al-Ittihad,"Jl. Raya Kawali No.409, Kec. Cipaku","4,7",58.0,Tidak Ada,Tidak Tersedia,-7.2152678,108.383647,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']",Masjid,Kabupaten Ciamis,False,,,Tidak diketahui,,0,Tidak Tersedia
GSJA NEW LIFE,"Jl. Merdeka No.32, Kec. Sumur Bandung","4,8",46.0,Tidak Ada,Tersedia,-6.9113351,107.6108328,,Gereja Protestan,Kota Bandung,False,,,Tidak diketahui,,0,Tidak Tersedia
Masjid Al Asykar,"Jl. Aria Wiratanudatar, Kec. Karangtengah","4,6",173.0,Tidak Ada,Tidak Tersedia,-6.8034548,107.1564899,,Masjid,Kabupaten Cianjur,False,,,Tidak diketahui,,0,Tidak Tersedia
Masjid As-Sulaemaniyah,"Jl. Raya Bandung No.152, Kec. Ciranjang","4,6",251.0,Tidak Ada,Tidak Tersedia,-6.8126273,107.2589146,,Masjid,Kabupaten Cianjur,False,,,Tidak diketahui,,0,Tidak Tersedia
Masjid jami Al-Kubro Bunikasih,Kec. Warungkondang,"4,7",40.0,Tidak Ada,Tidak Tersedia,-6.8504649,107.0679326,,Masjid,Kabupaten Cianjur,False,,,Tidak diketahui,,0,Tidak Tersedia
Masjid Agung Assu'ada,Kec. Mande,"4,7",45.0,Tidak Ada,Tidak Tersedia,-6.7682505,107.2028279,,Masjid,Kabupaten Cianjur,False,,,Tidak diketahui,,0,Tidak Tersedia
Masjid Jami Cicantu,Kec. Sukaluyu,"4,5",49.0,Tidak Ada,Tidak Tersedia,-6.8028267,107.2389571,,Masjid,Kabupaten Cianjur,False,,,Tidak diketahui,,0,Tidak Tersedia
Masjid Jami Al Falah,Kec. Mande,"4,6",35.0,Ada,Tidak Tersedia,-6.7437178,107.2632461,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda']",Masjid,Kabupaten Cianjur,False,,,Tidak diketahui,85659580059.0,2,Aksesibilitas Terbatas
Masjid Al Waini (Komplek BELKA Residence Cianjur),"Jl. Binawan Utama, Kec. Cianjur","4,8",84.0,Tidak Ada,Tidak Tersedia,-6.8204738,107.1279508,,Masjid,Kabupaten Cianjur,False,,,Tidak diketahui,,0,Tidak Tersedia
Masjid Agung Nurussa'adah Pagelaran,Kec. Pagelaran,"4,7",80.0,Tidak Ada,Tidak Tersedia,-7.2022559,107.1437822,,Masjid,Kabupaten Cianjur,False,,,Tidak diketahui,,0,Tidak Tersedia
Masjid Besar Assalafiyyah,Jalan Hancet No. 4,"4,8",126.0,Ada,Tidak Tersedia,-6.7509915,107.048089,,Masjid,Kabupaten Cianjur,False,,,Tidak diketahui,263516335.0,0,Tidak Tersedia
Masjid Jami Darussalam,"Jl. Raya Sukabumi - Cianjur, Kec. Gekbrong","4,7",97.0,Tidak Ada,Tidak Tersedia,-6.8691428,107.0540586,,Masjid,Kabupaten Cianjur,False,,,Tidak diketahui,,0,Tidak Tersedia
Masjid Abu Bakar Ash Shiddiq,"jl.cianjur-bandung km No.6, Kec. Karangtengah","4,8",944.0,Tidak Ada,Tidak Tersedia,-6.7973048,107.1950006,,Masjid,Kabupaten Cianjur,False,,,Tidak diketahui,,0,Tidak Tersedia
Goa Maria Lembah Karmel,Kec. Sukaresmi,"4,9",46.0,Tidak Ada,Tidak Tersedia,-6.7435842,107.1017662,,Gereja Umum,Kabupaten Cianjur,False,,,Tidak diketahui,,0,Tidak Tersedia
GKP Palalangon,"Jl. Palalangon, Kec. Ciranjang","4,7",47.0,Ada,Tidak Tersedia,-6.7764393,107.2759906,,Gereja Protestan,Kabupaten Cianjur,False,,,Tidak konsisten,8136404108.0,0,Tidak Tersedia
GKI Cianjur,"Jl. HOS Cokro Aminoto No.55, Kec. Cianjur","4,6",92.0,Ada,Tersedia,-6.8139176,107.1446582,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda']",Gereja Protestan,Kabupaten Cianjur,False,,,Tidak diketahui,263262196.0,2,Aksesibilitas Terbatas
"Gereja Katolik Paroki Santa Maria Para Malaikat, Cipanas",Jl. Raya Cimacan No.93,"4,7",125.0,Ada,Tersedia,-6.7354401,107.0417003,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda', 'Ada toilet khusus pengguna kursi roda']",Gereja Katolik,Kabupaten Cianjur,False,,,Tidak diketahui,263512317.0,3,Aksesibilitas Cukup Lengkap
GPdI Cianjur,"Jl. K. H. Ashari No.75, Kec. Cianjur","4,7",46.0,Ada,Tersedia,-6.8194801,107.1430261,['Memiliki pintu masuk khusus pengguna kursi roda'],Gereja Umum,Kabupaten Cianjur,False,,,Tidak konsisten,263261161.0,1,Aksesibilitas Terbatas
Gereja Santa Teresia Dari Lisieux,Kec. Sukaresmi,"4,8",115.0,Tidak Ada,Tidak Tersedia,-6.7446331,107.1027977,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda']",Gereja Umum,Kabupaten Cianjur,False,,,Tidak diketahui,,2,Aksesibilitas Terbatas
Gereja Katolik Santo Yusuf,Kec. Cipanas,"4,6",37.0,Tidak Ada,Tidak Tersedia,-6.7227441,107.0342632,,Gereja Katolik,Kabupaten Cianjur,False,,,Tidak diketahui,,0,Tidak Tersedia
GKP Cianjur,"Jl. Mangunsarkoro No.111, Kec. Cianjur","4,7",47.0,Tidak Ada,Tersedia,-6.8234238,107.1414806,,Gereja Protestan,Kabupaten Cianjur,False,,,Tidak diketahui,,0,Tidak Tersedia
GBI Nehemia,Kec. Cianjur,"4,8",42.0,Ada,Tersedia,-6.8229586,107.1433923,,Gereja Protestan,Kabupaten Cianjur,False,,,Tidak konsisten,85281829559.0,0,Tidak Tersedia
Vihara Aryamularama,"Jl. Gadog 1, Kec. Pacet","4,6",160.0,Ada,Tidak Tersedia,-6.7392206,107.0540681,,Vihara,Kabupaten Cianjur,False,,,Tidak diketahui,263512963.0,0,Tidak Tersedia
Wihara Bhumi Pharsjia,"Jl. Mangunsarkoro No.60, Kec. Cianjur","4,4",47.0,Tidak Ada,Tidak Tersedia,-6.8214497,107.1415415,,Vihara,Kabupaten Cianjur,False,,,Tidak diketahui,,0,Tidak Tersedia
Vihara Nagasena,,"4,9",32.0,Ada,Tidak Tersedia,-6.7450125,107.0466719,,Vihara,Kabupaten Cianjur,False,,,Tidak diketahui,263515959.0,0,Tidak Tersedia
Vila Cimacan Angkasa Pura II,Kec. Cipanas,"4,6",237.0,Ada,Tersedia,-6.7115392,107.0338211,,Pura,Kabupaten Cianjur,False,,,Tidak diketahui,263524580.0,0,Tidak Tersedia
Wisma Angkasa Pura II,Kec. Cipanas,"4,6",204.0,Tidak Ada,Tersedia,-6.710736,107.0344845,,Pura,Kabupaten Cianjur,False,,,Tidak diketahui,,0,Tidak Tersedia
Masjid Besar Al Hidayah Ciwaringin,Kec. Ciwaringin,"4,6",145.0,Tidak Ada,Tidak Tersedia,-6.6947218,108.3743924,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']",Masjid,Kabupaten Cirebon,False,,,Tidak diketahui,,0,Tidak Tersedia
Masjid Jakatawa Lama,Kec. Gunungjati,"4,8",72.0,Tidak Ada,Tidak Tersedia,-6.6945486,108.5568131,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']",Masjid,Kabupaten Cirebon,False,,,Tidak diketahui,,0,Tidak Tersedia
Masjid ABU HURAIRAH,"Jl. Bougenville VII No.87, Kec. Sumber","4,5",42.0,Tidak Ada,Tidak Tersedia,-6.7564942,108.4736864,,Masjid,Kabupaten Cirebon,False,,,Tidak diketahui,,0,Tidak Tersedia
Masjid Jami Al Karomah,Kec. Palimanan,"4,8",30.0,Tidak Ada,Tidak Tersedia,-6.7292736,108.4303946,,Masjid,Kabupaten Cirebon,False,,,Tidak diketahui,,0,Tidak Tersedia
Masjid Darul Ulum,"Jl. Cideng Raya No.194e, Kec. Kedawung","4,5",38.0,Tidak Ada,Tidak Tersedia,-6.7173681,108.534352,,Masjid,Kabupaten Cirebon,False,,,Tidak diketahui,,0,Tidak Tersedia
Masjid Jami Nurussobah,Kec. Weru,"4,9",49.0,Tidak Ada,Tidak Tersedia,-6.7036791,108.5070062,['Tidak memiliki pintu masuk khusus pengguna kursi roda'],Masjid,Kabupaten Cirebon,False,,,Tidak diketahui,,0,Tidak Tersedia
Masjid Bani Ma'mun Sirnabaya,Kec. Arjawinangun,"4,9",70.0,Tidak Ada,Tidak Tersedia,-6.6605838,108.4159381,['Tidak memiliki pintu masuk khusus pengguna kursi roda'],Masjid,Kabupaten Cirebon,False,,,Tidak diketahui,,0,Tidak Tersedia
Masjid Mu'tamarul Huda,"Jl. Kisabalanang Desa No.344, Kec. Plumbon","4,8",203.0,Tidak Ada,Tidak Tersedia,-6.716951,108.4904968,,Masjid,Kabupaten Cirebon,False,,,Tidak diketahui,,0,Tidak Tersedia
Masjid Jami Al Munawwarah Gempol Cirebon,"Jl. Leuwimunding-Palimanan No.140, Kec. Gempol","4,7",99.0,Tidak Ada,Tidak Tersedia,-6.705338,108.4165178,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']",Masjid,Kabupaten Cirebon,False,,,Tidak diketahui,,0,Tidak Tersedia
Masjid Maqbuluddu'a,Jl. Syeh Bayanillah,"4,7",74.0,Tidak Ada,Tidak Tersedia,-6.7095696,108.5133107,,Masjid,Kabupaten Cirebon,False,,,Tidak diketahui,,0,Tidak Tersedia
Masjid Agung At-Tajdid,"Jl. Tangkil Gede, Kec. Sumber","4,8",51.0,Tidak Ada,Tidak Tersedia,-6.7339466,108.4967055,,Masjid,Kabupaten Cirebon,False,,,Tidak diketahui,,0,Tidak Tersedia
Masjid Al-Hidayah,Kec. Depok,"4,8",97.0,Tidak Ada,Tidak Tersedia,-6.7371335,108.46447,['Tidak memiliki pintu masuk khusus pengguna kursi roda'],Masjid,Kabupaten Cirebon,False,,,Tidak diketahui,,0,Tidak Tersedia
Masjid At-Taubah,Kec. Kedawung,"4,5",30.0,Tidak Ada,Tidak Tersedia,-6.7177495,108.5400577,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']",Masjid,Kabupaten Cirebon,False,,,Tidak diketahui,,0,Tidak Tersedia
Masjid Jami Al Hidayah,"JL. Indramayu, Kec. Palimanan","4,7",350.0,Tidak Ada,Tidak Tersedia,-6.68668,108.4273841,,Masjid,Kabupaten Cirebon,False,,,Tidak diketahui,,0,Tidak Tersedia
Masjid Jagatamu,Kec. Sumber,"4,8",36.0,Tidak Ada,Tidak Tersedia,-6.7509902,108.4711833,,Masjid,Kabupaten Cirebon,False,,,Tidak diketahui,,0,Tidak Tersedia
Masjid Nurul Karomah,"Jl. Syekh Datul Kahfi No.53, Kec. Plered","4,7",36.0,Tidak Ada,Tidak Tersedia,-6.6906123,108.5113906,,Masjid,Kabupaten Cirebon,False,,,Tidak diketahui,,0,Tidak Tersedia
Masjid Jami Baiturahman,Kec. Mundu,"4,8",83.0,Tidak Ada,Tidak Tersedia,-6.7652911,108.5620443,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']",Masjid,Kabupaten Cirebon,False,,,Tidak diketahui,,0,Tidak Tersedia
Masjid Al-Hasanah,Kec. Kedawung,"4,8",42.0,Tidak Ada,Tidak Tersedia,-6.7011988,108.5404891,,Masjid,Kabupaten Cirebon,False,,,Tidak diketahui,,0,Tidak Tersedia
Masjid Nur Aswitiyah,"Jl. Pangeran Cakrabuana, Kec. Sumber","4,8",255.0,Tidak Ada,Tidak Tersedia,-6.7581356,108.4939944,,Masjid,Kabupaten Cirebon,False,,,Tidak diketahui,,0,Tidak Tersedia
Masjid Al Muttaqin,"Jl. Raya Plumbon - Palimanan No.81, Kec. Jamblang","4,6",34.0,Ada,Tidak Tersedia,-6.7070349,108.4476553,,Masjid,Kabupaten Cirebon,False,,,Tidak diketahui,82117750505.0,0,Tidak Tersedia
Masjid Teja Suar Muhammadiyah,"Jl. Tuparev No.mor 70, Kec. Kedawung","4,8",99.0,Tidak Ada,Tidak Tersedia,-6.7101523,108.5371478,,Masjid,Kabupaten Cirebon,False,,,Tidak diketahui,,0,Tidak Tersedia
Masjid Jami Hidayatuth Tholibin Desa Nanggela,"Jl. Desa Nomor No.59, Kec. Greged","4,4",57.0,Ada,Tidak Tersedia,-6.8095223,108.5571277,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']",Masjid,Kabupaten Cirebon,False,,,Tidak diketahui,82122081080.0,0,Tidak Tersedia
Masjid Al Imam,Kec. Depok,"4,7",88.0,Tidak Ada,Tidak Tersedia,-6.71131,108.4531082,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']",Masjid,Kabupaten Cirebon,False,,,Tidak diketahui,,0,Tidak Tersedia
Masjid Jami' Al - Ikhlas,Kec. Kedawung,"4,8",64.0,Tidak Ada,Tidak Tersedia,-6.7135607,108.5303169,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']",Masjid,Kabupaten Cirebon,False,,,Tidak diketahui,,0,Tidak Tersedia
Masjid Besar An-Nur,Kec. Dukupuntang,"4,6",53.0,Tidak Ada,Tidak Tersedia,-6.7678682,108.4150609,,Masjid,Kabupaten Cirebon,False,,,Tidak diketahui,,0,Tidak Tersedia
Masjid Al Yusro,Kec. Gempol,"4,7",75.0,Tidak Ada,Tidak Tersedia,-6.6715817,108.4208763,,Masjid,Kabupaten Cirebon,False,,,Tidak diketahui,,0,Tidak Tersedia
Masjid Al-Auliya,Kec. Tengah Tani,"4,7",92.0,Tidak Ada,Tidak Tersedia,-6.7046861,108.5190728,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']",Masjid,Kabupaten Cirebon,False,,,Tidak diketahui,,0,Tidak Tersedia
Masjid Nurussaadah,"Jl. Panembahan Ratu No.144, Kec. Plered","4,7",137.0,Ada,Tidak Tersedia,-6.704981,108.515333,,Masjid,Kabupaten Cirebon,False,,,Tidak diketahui,82295461733.0,0,Tidak Tersedia
MASJID KRAMAT MEGU,"Jl. Fatahillah, Kec. Weru","4,7",242.0,Ada,Tidak Tersedia,-6.7158619,108.5037557,,Masjid,Kabupaten Cirebon,False,,,Tidak diketahui,8522331526.0,0,Tidak Tersedia
Masjid Al Ittihad,"Jl. Simega III, Kec. Kedawung","4,6",150.0,Ada,Tidak Tersedia,-6.7130742,108.5391602,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']",Masjid,Kabupaten Cirebon,False,,,Tidak diketahui,895707116565.0,0,Tidak Tersedia
Masjid Al Ikhlas,"Jl. Caraka, Kec. Kedawung","4,7",65.0,Tidak Ada,Tidak Tersedia,-6.7302914,108.521662,['Tidak memiliki tempat parkir khusus pengguna kursi roda'],Masjid,Kabupaten Cirebon,False,,,Tidak diketahui,,0,Tidak Tersedia
Masjid Baitul Mutaqin,Kec. Plumbon,"4,6",43.0,Tidak Ada,Tidak Tersedia,-6.7316017,108.4714726,,Masjid,Kabupaten Cirebon,False,,,Tidak diketahui,,0,Tidak Tersedia
Masjid Agung Arum Sari,Kec. Talun,"4,5",80.0,Tidak Ada,Tidak Tersedia,-6.7591257,108.517537,,Masjid,Kabupaten Cirebon,False,,,Tidak diketahui,,0,Tidak Tersedia
Masjid Jami' Baiturrohman Sindangjawa,"Jl. Nyi Ageng Serang No.39, Kec. Dukupuntang","4,7",121.0,Tidak Ada,Tidak Tersedia,-6.7647372,108.4487382,['Tidak memiliki tempat parkir khusus pengguna kursi roda'],Masjid,Kabupaten Cirebon,False,,,Tidak diketahui,,0,Tidak Tersedia
Masjid Miftahul Jannah,"Jl. Raya Bima Sakti, Kec. Mundu","4,9",78.0,Tidak Ada,Tidak Tersedia,-6.7549529,108.5715897,,Masjid,Kabupaten Cirebon,False,,,Tidak diketahui,,0,Tidak Tersedia
Masjid Jami' Asy-Syamsu,"Jl. Terusan Sekar Kemuning, Kec. Kesambi","4,7",87.0,Tidak Ada,Tidak Tersedia,-6.7405087,108.5340607,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']",Masjid,Kota Cirebon,False,,,Tidak diketahui,,0,Tidak Tersedia
Masjid Al Furqon,Kec. Talun,"4,5",60.0,Tidak Ada,Tidak Tersedia,-6.7697533,108.5107044,,Masjid,Kabupaten Cirebon,False,,,Tidak diketahui,,0,Tidak Tersedia
Masjid Purwawinangun,"Jl. Sunan Gn. Jati, Kec. Suranenggala","4,6",45.0,Tidak Ada,Tidak Tersedia,-6.6483644,108.5312061,['Tidak memiliki tempat parkir khusus pengguna kursi roda'],Masjid,Kabupaten Cirebon,False,,,Tidak diketahui,,0,Tidak Tersedia
Masjid Nahdlatul Iman,Kec. Weru,"4,6",34.0,Tidak Ada,Tidak Tersedia,-6.7269288,108.4906816,,Masjid,Kabupaten Cirebon,False,,,Tidak diketahui,,0,Tidak Tersedia
