nama_tempat,alamat,rating,jumlah_review,stt_tlp,website,latitude,longitude,aksesibilitas,type_place_clean,kota_kabupaten,is_24_hours,open_time,close_time,operational_status,telepon_clean,skor_aksesibilitas,Label_akses
Masjid Al-Ikhlas (Markas Dakwah Cianjur),Kec. Cugenang,"4,8",105.0,Tidak Ada,Tidak Tersedia,-6.8053734,107.1185685,['Tidak memiliki tempat parkir khusus pengguna kursi roda'],Masjid,Kabupaten Cianjur,True,00:00,23:59,24 Jam,,0,Tidak Tersedia
Masjid As-Sulaemaniyah,"Jl. Raya Bandung No.152, Kec. Ciranjang","4,6",251.0,Tidak Ada,Tidak Tersedia,-6.8126273,107.2589146,,Masjid,Kabupaten Cianjur,False,04:00,22:00,Tidak diketahui,,0,Tidak Tersedia
Masjid Besar Al-Musa'adah,,"4,6",313.0,Tidak Ada,Tidak Tersedia,-6.8133376,107.2495812,,Masjid,Kabupaten Cianjur,True,00:00,23:59,24 Jam,,0,Tidak Tersedia
Masjid Nurul Ikhwan,Kec. Cianjur,"4,7",72.0,Tidak Ada,Tidak Tersedia,-6.8081415,107.1500722,,Masjid,Kabupaten Cianjur,True,00:00,23:59,24 Jam,,0,Tidak Tersedia
Masjid Besar Cilaku,Kec. Cilaku,"4,6",119.0,Tidak Ada,Tidak Tersedia,-6.8877024,107.1248942,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']",Masjid,Kabupaten Cianjur,True,00:00,23:59,24 Jam,,0,Tidak Tersedia
Masjid & Ma'had Al Hijrah Cianjur,Kec. Karangtengah,"4,9",96.0,Ada,Tersedia,-6.8292867,107.1560811,,Masjid,Kabupaten Cianjur,False,04:00,20:00,Normal,85795542230.0,0,Tidak Tersedia
Masjid jami Al-Kubro Bunikasih,Kec. Warungkondang,"4,7",40.0,Tidak Ada,Tidak Tersedia,-6.8504649,107.0679326,,Masjid,Kabupaten Cianjur,False,04:00,22:00,Tidak diketahui,,0,Tidak Tersedia
Masjid Jami Al-Ihya,Jl. Sindanglaya Raya No.11,"4,8",105.0,Ada,Tidak Tersedia,-6.7236514,107.0357421,,Masjid,Kabupaten Cianjur,False,04:00,21:15,Normal,8984036084.0,0,Tidak Tersedia
Masjid Agung Assu'ada,Kec. Mande,"4,7",45.0,Tidak Ada,Tidak Tersedia,-6.7682505,107.2028279,,Masjid,Kabupaten Cianjur,False,04:00,22:00,Tidak diketahui,,0,Tidak Tersedia
Masjid Jami Cicantu,Kec. Sukaluyu,"4,5",49.0,Tidak Ada,Tidak Tersedia,-6.8028267,107.2389571,,Masjid,Kabupaten Cianjur,False,04:00,22:00,Tidak diketahui,,0,Tidak Tersedia
Masjid Terminal Pasirhayam,Kec. Cilaku,"4,3",158.0,Tidak Ada,Tidak Tersedia,-6.8469794,107.1314903,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']",Masjid,Kabupaten Cianjur,True,00:00,23:59,24 Jam,,0,Tidak Tersedia
Masjid Kubro Kh. Abdullah Bin Nuh,"Jl. Ir. H. Juanda No.99, Kec. Cianjur","4,8",85.0,Tidak Ada,Tidak Tersedia,-6.8148286,107.1313811,,Masjid,Kabupaten Cianjur,False,04:00,20:00,Normal,,0,Tidak Tersedia
Masjid Jami Al Falah,Kec. Mande,"4,6",35.0,Ada,Tidak Tersedia,-6.7437178,107.2632461,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda']",Masjid,Kabupaten Cianjur,False,04:00,22:00,Tidak diketahui,85659580059.0,2,Aksesibilitas Terbatas
Masjid Al Waini (Komplek BELKA Residence Cianjur),"Jl. Binawan Utama, Kec. Cianjur","4,8",84.0,Tidak Ada,Tidak Tersedia,-6.8204738,107.1279508,,Masjid,Kabupaten Cianjur,False,04:00,22:00,Tidak diketahui,,0,Tidak Tersedia
Masjid Besar Baiturrahman,Kec. Cikalongkulon,"4,7",382.0,Tidak Ada,Tidak Tersedia,-6.7136513,107.2142064,,Masjid,Kabupaten Cianjur,True,00:00,23:59,24 Jam,,0,Tidak Tersedia
Masjid Jami Al Mu'min,Kec. Sukaresmi,"4,8",33.0,Tidak Ada,Tidak Tersedia,-6.7032489,107.0533154,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']",Masjid,Kabupaten Cianjur,False,04:00,21:15,Normal,,0,Tidak Tersedia
Masjid Raihan,"Jl. Raya Cipeuyeum, Kec. Haurwangi","4,6",70.0,Ada,Tidak Tersedia,-6.8202199,107.3014189,,Masjid,Kabupaten Cianjur,True,00:00,23:59,24 Jam,82126130003.0,0,Tidak Tersedia
Masjid Agung Nurussa'adah Pagelaran,Kec. Pagelaran,"4,7",80.0,Tidak Ada,Tidak Tersedia,-7.2022559,107.1437822,,Masjid,Kabupaten Cianjur,False,04:00,22:00,Tidak diketahui,,0,Tidak Tersedia
Masjid Besar At-Taqwa,Kec. Cugenang,"4,6",77.0,Tidak Ada,Tidak Tersedia,-6.7998513,107.0843712,,Masjid,Kabupaten Cianjur,False,04:00,21:15,Normal,,0,Tidak Tersedia
Masjid Al Amanatul Badarudin wal Muchtar,Kec. Cianjur,"4,8",33.0,Tidak Ada,Tidak Tersedia,-6.8212002,107.1220955,,Masjid,Kabupaten Cianjur,True,00:00,23:59,24 Jam,,0,Tidak Tersedia
Masjid Al Jabbar Cipeuyeum,"Jl. Raya Cipeuyeum No.498, Kec. Haurwangi","4,5",51.0,Tidak Ada,Tidak Tersedia,-6.8105022,107.292855,,Masjid,Kabupaten Cianjur,True,00:00,23:59,24 Jam,,0,Tidak Tersedia
Masjid Besar Assalafiyyah,Jalan Hancet No. 4,"4,8",126.0,Ada,Tidak Tersedia,-6.7509915,107.048089,,Masjid,Kabupaten Cianjur,False,04:00,22:00,Tidak diketahui,263516335.0,0,Tidak Tersedia
Masjid Jami Al Ma'mur,Kec. Cilaku,"4,7",36.0,Tidak Ada,Tidak Tersedia,-6.8438532,107.1265473,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']",Masjid,Kabupaten Cianjur,True,00:00,23:59,24 Jam,,0,Tidak Tersedia
Masjid Jami Darussalam,"Jl. Raya Sukabumi - Cianjur, Kec. Gekbrong","4,7",97.0,Tidak Ada,Tidak Tersedia,-6.8691428,107.0540586,,Masjid,Kabupaten Cianjur,False,04:00,22:00,Tidak diketahui,,0,Tidak Tersedia
Masjid Jami Al-istiqomah Dan Ponpes Al-istiqomah,"Jl. Ciheulang, Kec. Karangtengah","4,5",51.0,Tidak Ada,Tidak Tersedia,-6.8366183,107.1890702,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']",Masjid,Kabupaten Cianjur,True,00:00,23:59,24 Jam,,0,Tidak Tersedia
Masjid Jami' Al-Bayaan Cianjur,Kec. Cilaku,"4,8",102.0,Ada,Tersedia,-6.8448774,107.1312759,['Ada toilet khusus pengguna kursi roda'],Masjid,Kabupaten Cianjur,False,05:00,21:00,Normal,87789919995.0,1,Aksesibilitas Terbatas
Masjid Abu Bakar Ash Shiddiq,"jl.cianjur-bandung km No.6, Kec. Karangtengah","4,8",944.0,Tidak Ada,Tidak Tersedia,-6.7973048,107.1950006,,Masjid,Kabupaten Cianjur,False,04:00,22:00,Tidak diketahui,,0,Tidak Tersedia
Masjid Besar Asy-Syifa Karangtengah,"Jl. Didi Prawirakusumah, Kec. Karangtengah","4,6",50.0,Tidak Ada,Tersedia,-6.8210615,107.1732772,,Masjid,Kabupaten Cianjur,True,00:00,23:59,24 Jam,,0,Tidak Tersedia
Masjid Agung Warungkondang Cianjur,Kec. Warungkondang,"4,5",183.0,Tidak Ada,Tidak Tersedia,-6.8713504,107.0957543,,Masjid,Kabupaten Cianjur,False,04:00,21:15,Normal,,0,Tidak Tersedia
Goa Maria Lembah Karmel,Kec. Sukaresmi,"4,9",46.0,Tidak Ada,Tidak Tersedia,-6.7435842,107.1017662,,Gereja Umum,Kabupaten Cianjur,False,05:07,18:30,Tidak diketahui,,0,Tidak Tersedia
GKP Palalangon,"Jl. Palalangon, Kec. Ciranjang","4,7",47.0,Ada,Tidak Tersedia,-6.7764393,107.2759906,,Gereja Protestan,Kabupaten Cianjur,False,05:07,18:30,Tidak konsisten,8136404108.0,0,Tidak Tersedia
GKI Cianjur,"Jl. HOS Cokro Aminoto No.55, Kec. Cianjur","4,6",92.0,Ada,Tersedia,-6.8139176,107.1446582,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda']",Gereja Protestan,Kabupaten Cianjur,False,05:07,18:30,Tidak diketahui,263262196.0,2,Aksesibilitas Terbatas
"Gereja Katolik Paroki Santa Maria Para Malaikat, Cipanas",Jl. Raya Cimacan No.93,"4,7",125.0,Ada,Tersedia,-6.7354401,107.0417003,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda', 'Ada toilet khusus pengguna kursi roda']",Gereja Katolik,Kabupaten Cianjur,False,05:07,18:30,Tidak diketahui,263512317.0,3,Aksesibilitas Cukup Lengkap
GPdI Cianjur,"Jl. K. H. Ashari No.75, Kec. Cianjur","4,7",46.0,Ada,Tersedia,-6.8194801,107.1430261,['Memiliki pintu masuk khusus pengguna kursi roda'],Gereja Umum,Kabupaten Cianjur,False,05:07,18:30,Tidak konsisten,263261161.0,1,Aksesibilitas Terbatas
Gereja Santa Teresia Dari Lisieux,Kec. Sukaresmi,"4,8",115.0,Tidak Ada,Tidak Tersedia,-6.7446331,107.1027977,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda']",Gereja Umum,Kabupaten Cianjur,False,05:07,18:30,Tidak diketahui,,2,Aksesibilitas Terbatas
Gereja Katolik Santo Yusuf,Kec. Cipanas,"4,6",37.0,Tidak Ada,Tidak Tersedia,-6.7227441,107.0342632,,Gereja Katolik,Kabupaten Cianjur,False,05:07,18:30,Tidak diketahui,,0,Tidak Tersedia
GKP Cianjur,"Jl. Mangunsarkoro No.111, Kec. Cianjur","4,7",47.0,Tidak Ada,Tersedia,-6.8234238,107.1414806,,Gereja Protestan,Kabupaten Cianjur,False,05:07,18:30,Tidak diketahui,,0,Tidak Tersedia
"Gereja Katolik Paroki St. Petrus, Cianjur","Jl. Siliwangi No.66, Kec. Cianjur","4,7",152.0,Tidak Ada,Tersedia,-6.8285754,107.1356695,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda', 'Ada toilet khusus pengguna kursi roda']",Gereja Katolik,Kabupaten Cianjur,False,08:00,18:00,Normal,,3,Aksesibilitas Cukup Lengkap
GBI Nehemia,Kec. Cianjur,"4,8",42.0,Ada,Tersedia,-6.8229586,107.1433923,,Gereja Protestan,Kabupaten Cianjur,False,05:07,18:30,Tidak konsisten,85281829559.0,0,Tidak Tersedia
Vihara Aryamularama,"Jl. Gadog 1, Kec. Pacet","4,6",160.0,Ada,Tidak Tersedia,-6.7392206,107.0540681,,Vihara,Kabupaten Cianjur,False,05:07,18:30,Tidak diketahui,263512963.0,0,Tidak Tersedia
Candi Tridarma,Kec. Pacet,"4,4",212.0,Tidak Ada,Tidak Tersedia,-6.7554104,107.0142868,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']",Vihara,Kabupaten Cianjur,False,07:00,12:00,Normal,,0,Tidak Tersedia
Yayasan Maitri Bodhicitta (Vihara Avalokistesvara),,"4,6",30.0,Tidak Ada,Tidak Tersedia,-6.7395808,107.0537142,,Vihara,Kabupaten Cianjur,False,08:00,18:00,Normal,,0,Tidak Tersedia
Wihara Bhumi Pharsjia,"Jl. Mangunsarkoro No.60, Kec. Cianjur","4,4",47.0,Tidak Ada,Tidak Tersedia,-6.8214497,107.1415415,,Vihara,Kabupaten Cianjur,False,05:07,18:30,Tidak diketahui,,0,Tidak Tersedia
Vihara Sakyawanaram,Jl. Lembah Cipandawa,"4,8",732.0,Ada,Tidak Tersedia,-6.7469761,107.0390923,,Vihara,Kabupaten Cianjur,False,07:00,17:00,Normal,81298570065.0,0,Tidak Tersedia
Vihara Nagasena,,"4,9",32.0,Ada,Tidak Tersedia,-6.7450125,107.0466719,,Vihara,Kabupaten Cianjur,False,05:07,18:30,Tidak diketahui,263515959.0,0,Tidak Tersedia
Vila Cimacan Angkasa Pura II,Kec. Cipanas,"4,6",237.0,Ada,Tersedia,-6.7115392,107.0338211,,Pura,Kabupaten Cianjur,False,05:07,18:30,Tidak diketahui,263524580.0,0,Tidak Tersedia
Wisma Angkasa Pura II,Kec. Cipanas,"4,6",204.0,Tidak Ada,Tersedia,-6.710736,107.0344845,,Pura,Kabupaten Cianjur,False,05:07,18:30,Tidak diketahui,,0,Tidak Tersedia
Kuil Sri Radha Govinda ᮊᮥᮄᮜ᮪ ᮞᮢᮤ ᮛᮓ᮪ᮠ ᮌᮧᮗᮤᮔ᮪ᮓ,"Jl. Alternatif Tapos-Ciawi No.6, Kec. Cisarua","4,8",49.0,Ada,Tidak Tersedia,-6.685715,106.9319745,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']",Pura,Kabupaten Bogor,True,00:00,23:59,24 Jam,81317711308.0,0,Tidak Tersedia
Masjid Besar Al Hidayah Ciwaringin,Kec. Ciwaringin,"4,6",145.0,Tidak Ada,Tidak Tersedia,-6.6947218,108.3743924,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']",Masjid,Kabupaten Cirebon,False,04:00,22:00,Tidak diketahui,,0,Tidak Tersedia
Masjid Sirathal Mustaqim,Kec. Talun,"4,9",586.0,Tidak Ada,Tidak Tersedia,-6.7668258,108.5261665,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda', 'Ada toilet khusus pengguna kursi roda']",Masjid,Kabupaten Cirebon,True,00:00,23:59,24 Jam,,3,Aksesibilitas Cukup Lengkap
Masjid Maslicha,"Jl. Angsana Raya No.127, Kec. Talun","4,8",98.0,Tidak Ada,Tidak Tersedia,-6.7633828,108.5142934,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']",Masjid,Kabupaten Cirebon,True,00:00,23:59,24 Jam,,0,Tidak Tersedia
Masjid Al-Ahlak,Kec. Arjawinangun,"4,8",48.0,Tidak Ada,Tidak Tersedia,-6.6539057,108.405039,,Masjid,Kabupaten Cirebon,True,00:00,23:59,24 Jam,,0,Tidak Tersedia
Masjid Jakatawa Lama,Kec. Gunungjati,"4,8",72.0,Tidak Ada,Tidak Tersedia,-6.6945486,108.5568131,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']",Masjid,Kabupaten Cirebon,False,04:00,22:00,Tidak diketahui,,0,Tidak Tersedia
Masjid Al-Manshuroh,"Jl. GN Lawu, Kec. Harjamukti","4,7",114.0,Tidak Ada,Tidak Tersedia,-6.7517644,108.5671409,,Masjid,Kota Cirebon,True,00:00,23:59,24 Jam,,0,Tidak Tersedia
Masjid Besar Raudlatul Muttaqien,Kec. Palimanan,"4,7",176.0,Tidak Ada,Tidak Tersedia,-6.7088499,108.4340816,,Masjid,Kabupaten Cirebon,True,00:00,23:59,24 Jam,,0,Tidak Tersedia
Masjid At-Ta'awun,"Jl. Ketilang Raya No.39, Kec. Harjamukti","4,7",41.0,Tidak Ada,Tidak Tersedia,-6.7388123,108.5666064,['Tidak memiliki pintu masuk khusus pengguna kursi roda'],Masjid,Kota Cirebon,True,00:00,23:59,24 Jam,,0,Tidak Tersedia
Masjid ABU HURAIRAH,"Jl. Bougenville VII No.87, Kec. Sumber","4,5",42.0,Tidak Ada,Tidak Tersedia,-6.7564942,108.4736864,,Masjid,Kabupaten Cirebon,False,04:00,22:00,Tidak diketahui,,0,Tidak Tersedia
Masjid Jami Al Karomah,Kec. Palimanan,"4,8",30.0,Tidak Ada,Tidak Tersedia,-6.7292736,108.4303946,,Masjid,Kabupaten Cirebon,False,04:00,22:00,Tidak diketahui,,0,Tidak Tersedia
Masjid Darul Ulum,"Jl. Cideng Raya No.194e, Kec. Kedawung","4,5",38.0,Tidak Ada,Tidak Tersedia,-6.7173681,108.534352,,Masjid,Kabupaten Cirebon,False,04:00,22:00,Tidak diketahui,,0,Tidak Tersedia
Masjid Jami Nurussobah,Kec. Weru,"4,9",49.0,Tidak Ada,Tidak Tersedia,-6.7036791,108.5070062,['Tidak memiliki pintu masuk khusus pengguna kursi roda'],Masjid,Kabupaten Cirebon,False,04:00,22:00,Tidak diketahui,,0,Tidak Tersedia
Masjid Bani Ma'mun Sirnabaya,Kec. Arjawinangun,"4,9",70.0,Tidak Ada,Tidak Tersedia,-6.6605838,108.4159381,['Tidak memiliki pintu masuk khusus pengguna kursi roda'],Masjid,Kabupaten Cirebon,False,04:00,22:00,Tidak diketahui,,0,Tidak Tersedia
Masjid Mu'tamarul Huda,"Jl. Kisabalanang Desa No.344, Kec. Plumbon","4,8",203.0,Tidak Ada,Tidak Tersedia,-6.716951,108.4904968,,Masjid,Kabupaten Cirebon,False,04:00,22:00,Tidak diketahui,,0,Tidak Tersedia
Masjid Jami Al Munawwarah Gempol Cirebon,"Jl. Leuwimunding-Palimanan No.140, Kec. Gempol","4,7",99.0,Tidak Ada,Tidak Tersedia,-6.705338,108.4165178,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']",Masjid,Kabupaten Cirebon,False,04:00,22:00,Tidak diketahui,,0,Tidak Tersedia
Masjid Keramat Kaliwulu,Kec. Plered,"4,7",54.0,Tidak Ada,Tidak Tersedia,-6.6948493,108.506917,,Masjid,Kabupaten Cirebon,True,00:00,23:59,24 Jam,,0,Tidak Tersedia
Masjid Maqbuluddu'a,Jl. Syeh Bayanillah,"4,7",74.0,Tidak Ada,Tidak Tersedia,-6.7095696,108.5133107,,Masjid,Kabupaten Cirebon,False,04:00,22:00,Tidak diketahui,,0,Tidak Tersedia
Masjid Agung At-Tajdid,"Jl. Tangkil Gede, Kec. Sumber","4,8",51.0,Tidak Ada,Tidak Tersedia,-6.7339466,108.4967055,,Masjid,Kabupaten Cirebon,False,04:00,22:00,Tidak diketahui,,0,Tidak Tersedia
Masjid Al-Hidayah,Kec. Depok,"4,8",97.0,Tidak Ada,Tidak Tersedia,-6.7371335,108.46447,['Tidak memiliki pintu masuk khusus pengguna kursi roda'],Masjid,Kabupaten Cirebon,False,04:00,22:00,Tidak diketahui,,0,Tidak Tersedia
Masjid At-Taubah,Kec. Kedawung,"4,5",30.0,Tidak Ada,Tidak Tersedia,-6.7177495,108.5400577,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']",Masjid,Kabupaten Cirebon,False,04:00,22:00,Tidak diketahui,,0,Tidak Tersedia
Masjid Al Hikmah Widarasari,Kec. Kedawung,"4,8",38.0,Tidak Ada,Tidak Tersedia,-6.7123175,108.5435317,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']",Masjid,Kabupaten Cirebon,True,00:00,23:59,24 Jam,,0,Tidak Tersedia
Masjid Jami Al Hidayah,"JL. Indramayu, Kec. Palimanan","4,7",350.0,Tidak Ada,Tidak Tersedia,-6.68668,108.4273841,,Masjid,Kabupaten Cirebon,False,04:00,22:00,Tidak diketahui,,0,Tidak Tersedia
Masjid Jagatamu,Kec. Sumber,"4,8",36.0,Tidak Ada,Tidak Tersedia,-6.7509902,108.4711833,,Masjid,Kabupaten Cirebon,False,04:00,22:00,Tidak diketahui,,0,Tidak Tersedia
Masjid Baabussalam,Kec. Arjawinangun,"4,7",58.0,Tidak Ada,Tidak Tersedia,-6.6564004,108.4128345,,Masjid,Kabupaten Cirebon,True,00:00,23:59,24 Jam,,0,Tidak Tersedia
Masjid Nurul Karomah,"Jl. Syekh Datul Kahfi No.53, Kec. Plered","4,7",36.0,Tidak Ada,Tidak Tersedia,-6.6906123,108.5113906,,Masjid,Kabupaten Cirebon,False,04:00,22:00,Tidak diketahui,,0,Tidak Tersedia
Masjid Ar-Roudhoh (RS. Permata Cirebon),"Jl. Pilang Raya No.587, Kec. Kedawung","4,6",99.0,Ada,Tersedia,-6.707619,108.5339567,['Ada toilet khusus pengguna kursi roda'],Masjid,Kabupaten Cirebon,True,00:00,23:59,24 Jam,82168933537.0,1,Aksesibilitas Terbatas
Masjid Baiturrahman,"Jl. Bengawan Solo No.212, Kec. Kedawung","4,7",143.0,Tidak Ada,Tidak Tersedia,-6.7291854,108.5340636,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']",Masjid,Kabupaten Cirebon,False,04:00,21:00,Normal,,0,Tidak Tersedia
Masjid Jami Baiturahman,Kec. Mundu,"4,8",83.0,Tidak Ada,Tidak Tersedia,-6.7652911,108.5620443,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']",Masjid,Kabupaten Cirebon,False,04:00,22:00,Tidak diketahui,,0,Tidak Tersedia
Masjid Jami' Al Munawaroh Sicalung,"Jl. Kandang Perahu No.13, Kec. Kesambi","4,7",145.0,Tidak Ada,Tidak Tersedia,-6.7398085,108.5403896,,Masjid,Kota Cirebon,True,00:00,23:59,24 Jam,,0,Tidak Tersedia
"Masjid JAM'I AL-GHUFRON, Taman Tukmudal Indah",Kec. Sumber,"4,7",38.0,Ada,Tidak Tersedia,-6.7624023,108.4663757,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']",Masjid,Kabupaten Cirebon,True,00:00,23:59,24 Jam,85863133088.0,0,Tidak Tersedia
Masjid At - Taqwa,Kec. Mundu,"4,8",109.0,Tidak Ada,Tidak Tersedia,-6.775653,108.56319,,Masjid,Kabupaten Cirebon,True,00:00,23:59,24 Jam,,0,Tidak Tersedia
Masjid Al-Hasanah,Kec. Kedawung,"4,8",42.0,Tidak Ada,Tidak Tersedia,-6.7011988,108.5404891,,Masjid,Kabupaten Cirebon,False,04:00,22:00,Tidak diketahui,,0,Tidak Tersedia
Masjid Jami Jagabayan,"Jl. Karanggetas No.191, Kec. Lemahwungkuk","4,5",136.0,Tidak Ada,Tidak Tersedia,-6.7195183,108.5657308,,Masjid,Kota Cirebon,True,00:00,23:59,24 Jam,,0,Tidak Tersedia
Masjid Nur Aswitiyah,"Jl. Pangeran Cakrabuana, Kec. Sumber","4,8",255.0,Tidak Ada,Tidak Tersedia,-6.7581356,108.4939944,,Masjid,Kabupaten Cirebon,False,04:00,22:00,Tidak diketahui,,0,Tidak Tersedia
Masjid Al-Muhajirin,Kec. Kedawung,"4,6",84.0,Tidak Ada,Tidak Tersedia,-6.7003819,108.5415094,,Masjid,Kabupaten Cirebon,True,00:00,23:59,24 Jam,,0,Tidak Tersedia
Masjid Al Muttaqin,"Jl. Raya Plumbon - Palimanan No.81, Kec. Jamblang","4,6",34.0,Ada,Tidak Tersedia,-6.7070349,108.4476553,,Masjid,Kabupaten Cirebon,False,04:00,22:00,Tidak diketahui,82117750505.0,0,Tidak Tersedia
Masjid Syekh Bayanillah,Kec. Talun,"4,6",73.0,Tidak Ada,Tidak Tersedia,-6.7636454,108.519221,['Tidak memiliki pintu masuk khusus pengguna kursi roda'],Masjid,Kota Cirebon,True,00:00,23:59,24 Jam,,0,Tidak Tersedia
Masjid Jami Nurul Huda,"Jl. Jenderal Sudirman, Kec. Talun","4,7",37.0,Tidak Ada,Tidak Tersedia,-6.7628456,108.5297275,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']",Masjid,Kabupaten Cirebon,True,00:00,23:59,24 Jam,,0,Tidak Tersedia
Masjid Teja Suar Muhammadiyah,"Jl. Tuparev No.mor 70, Kec. Kedawung","4,8",99.0,Tidak Ada,Tidak Tersedia,-6.7101523,108.5371478,,Masjid,Kabupaten Cirebon,False,04:00,22:00,Tidak diketahui,,0,Tidak Tersedia
Masjid Al Khotib,"Jl. Syekh Bayanillah, Kec. Weru","4,7",56.0,Tidak Ada,Tidak Tersedia,-6.7116179,108.5095181,,Masjid,Kabupaten Cirebon,True,00:00,23:59,24 Jam,,0,Tidak Tersedia
Masjid Nurul Hidayah,"Jl. Raya Cirebon - Bandung No.63, Kec. Tengah Tani","4,7",97.0,Tidak Ada,Tidak Tersedia,-6.7090758,108.5217047,,Masjid,Kabupaten Cirebon,False,03:30,21:00,Normal,,0,Tidak Tersedia
Masjid Jami Hidayatuth Tholibin Desa Nanggela,"Jl. Desa Nomor No.59, Kec. Greged","4,4",57.0,Ada,Tidak Tersedia,-6.8095223,108.5571277,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']",Masjid,Kabupaten Cirebon,False,04:00,22:00,Tidak diketahui,82122081080.0,0,Tidak Tersedia
Masjid Al 'Affan,Kec. Beber,"4,9",244.0,Tidak Ada,Tidak Tersedia,-6.8193676,108.5233705,,Masjid,Kabupaten Cirebon,True,00:00,23:59,24 Jam,,0,Tidak Tersedia
Masjid Al Imam,Kec. Depok,"4,7",88.0,Tidak Ada,Tidak Tersedia,-6.71131,108.4531082,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']",Masjid,Kabupaten Cirebon,False,04:00,22:00,Tidak diketahui,,0,Tidak Tersedia
Masjid Jami' Al - Ikhlas,Kec. Kedawung,"4,8",64.0,Tidak Ada,Tidak Tersedia,-6.7135607,108.5303169,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']",Masjid,Kabupaten Cirebon,False,04:00,22:00,Tidak diketahui,,0,Tidak Tersedia
Masjid Besar An-Nur,Kec. Dukupuntang,"4,6",53.0,Tidak Ada,Tidak Tersedia,-6.7678682,108.4150609,,Masjid,Kabupaten Cirebon,False,04:00,22:00,Tidak diketahui,,0,Tidak Tersedia
Masjid Jami Al-Falah Kedawung,"Jl. Raya Cirebon - Bandung No.5, Kec. Tengah Tani","4,8",135.0,Ada,Tidak Tersedia,-6.7093711,108.5271831,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']",Masjid,Kabupaten Cirebon,True,00:00,23:59,24 Jam,8122471653.0,0,Tidak Tersedia
Masjid Al Yusro,Kec. Gempol,"4,7",75.0,Tidak Ada,Tidak Tersedia,-6.6715817,108.4208763,,Masjid,Kabupaten Cirebon,False,04:00,22:00,Tidak diketahui,,0,Tidak Tersedia
Masjid Pusaka Sidapurna,Kec. Depok,"4,5",44.0,Tidak Ada,Tidak Tersedia,-6.7229151,108.4441433,['Tidak memiliki pintu masuk khusus pengguna kursi roda'],Masjid,Kabupaten Cirebon,True,00:00,23:59,24 Jam,,0,Tidak Tersedia
MASJID AN-NURIDAH,"Jl. Raya Beber No.203, Kec. Beber","4,7",168.0,Tidak Ada,Tidak Tersedia,-6.8310962,108.5220235,['Tidak memiliki pintu masuk khusus pengguna kursi roda'],Masjid,Kabupaten Cirebon,True,00:00,23:59,24 Jam,,0,Tidak Tersedia
